Albedo Texture,Normal Texture
T_F_06_roadbrlck_C_dn,T_F_06_roadbrlck_C_no 	
T_Aset_rivav_LOD5_dn,T_Aset_rivav_LOD5_no 	
T_Aset_rock_sandstone_L_rkdau_LOD3_dn,T_Aset_rock_sandstone_L_rkdau_LOD3_no 	
T_Aset_rock_sandstone_L_rkdau_LOD3_dn,T_Aset_rock_sandstone_L_rkdau_LOD3_no 	
T_Aset_rock_sandstone_L_rkdau_LOD3_dn,T_Aset_rock_sandstone_L_rkdau_LOD3_no 	
T_Aset_rock_sandstone_L_rkowt_LOD3_dn,T_Aset_rock_sandstone_L_rkowt_LOD3_no 	
T_Aset_rock_sandstone_L_rkowt_LOD3_dn,T_Aset_rock_sandstone_L_rkowt_LOD3_no 	
T_Aset_rock_sandstone_L_rkowt_LOD3_dn,T_Aset_rock_sandstone_L_rkowt_LOD3_no 	
T_Aset_rock_sandstone_L_rkowt_LOD3_dn,T_Aset_rock_sandstone_L_rkowt_LOD3_no 	
T_Aset_rock_sandstone_L_rkowt_LOD3_dn,T_Aset_rock_sandstone_L_rkowt_LOD3_no 	
T_Aset_rock_sandstone_L_rkowt_LOD3_dn,T_Aset_rock_sandstone_L_rkowt_LOD3_no 	
T_Aset_rock_sandstone_L_rkowt_LOD3_dn,T_Aset_rock_sandstone_L_rkowt_LOD3_no 	
T_Aset_rock_sandstone_L_rlbx3_LOD3_1_dn,T_Aset_rock_sandstone_L_rlbx3_LOD3_1_no 	
T_Aset_rock_sandstone_L_rlbx3_LOD3_1_dn,T_Aset_rock_sandstone_L_rlbx3_LOD3_1_no 	
T_Aset_rock_sandstone_L_rlbx3_LOD3_1_dn,T_Aset_rock_sandstone_L_rlbx3_LOD3_1_no 	
T_Aset_rock_sandstone_L_rlbx3_LOD3_dn,T_Aset_rock_sandstone_L_rlbx3_LOD3_no 	
T_Aset_rock_sandstone_L_rlbx3_LOD3_dn,T_Aset_rock_sandstone_L_rlbx3_LOD3_no 	
LV_GrassLand_Rock_BasicsRock01_D_KMS_2 	,LV_GrassLand_Rock_GriffonRock10_N_KMS
T_Aset_rock_sandstone_M_rjApI_LOD4_dn,T_Aset_rock_sandstone_M_rjApI_LOD4_no 	
T_Aset_rock_sandstone_M_rjEun_LOD3_dn,T_Aset_rock_sandstone_M_rjEun_LOD3_no 	
T_Aset_rock_sandstone_M_rjuam_LOD3_dn,T_Aset_rock_sandstone_M_rjuam_LOD3_no 	
T_LV_Campagna_MoleCricketsDen_Pillar03_SM_EYE__dn 	,T_LV_Campagna_MoleCricketsDen_Pillar03_SM_EYE__no
T_Aset_rock_sandstone_S_rkhtq_LOD3_dn,T_Aset_rock_sandstone_S_rkhtq_LOD3_no 	
T_Aset_rock_sandstone_S_rkhtq_LOD3_dn,T_Aset_rock_sandstone_S_rkhtq_LOD3_no 	
T_Aset_rock_sandstone_S_rkhtq_LOD3_dn,T_Aset_rock_sandstone_S_rkhtq_LOD3_no 	
T_Aset_rock_sandstone_S_rkhtq_LOD3_dn,T_Aset_rock_sandstone_S_rkhtq_LOD3_no 	
T_Aset_rock_sandstone_S_rkhtq_LOD3_dn,T_Aset_rock_sandstone_S_rkhtq_LOD3_no 	
T_Aset_rock_sandstone_S_rkhtq_LOD3_dn,T_Aset_rock_sandstone_S_rkhtq_LOD3_no 	
T_Aset_rock_sandstone_S_rkhtq_LOD3_dn,T_Aset_rock_sandstone_S_rkhtq_LOD3_no 	
T_Aset_rock_sandstone_S_rkhtq_LOD3_dn,T_Aset_rock_sandstone_S_rkhtq_LOD3_no 	
T_Aset_rock_sandstone_S_rkhtq_LOD3_dn,T_Aset_rock_sandstone_S_rkhtq_LOD3_no 	
T_Aset_rock_sandstone_S_rkhtq_LOD3_dn,T_Aset_rock_sandstone_S_rkhtq_LOD3_no 	
T_Aset_rock_sandstone_S_rkhtq_LOD3_dn,T_Aset_rock_sandstone_S_rkhtq_LOD3_no 	
T_Aset_rock_volcanic_L_qivfi_LOD4_dn,T_Aset_rock_volcanic_L_qivfi_LOD4_no 	
T_Aset_rock_volcanic_L_qivfi_LOD4_dn,T_Aset_rock_volcanic_L_qivfi_LOD4_no 	
T_Aset_rock_volcanic_L_qivfi_LOD4_dn,T_Aset_rock_volcanic_L_qivfi_LOD4_no 	
T_Aset_rock_volcanic_L_qivfi_LOD4_dn,T_Aset_rock_volcanic_L_qivfi_LOD4_no 	
T_Aset_rock_volcanic_L_qivfi_LOD4_dn,T_Aset_rock_volcanic_L_qivfi_LOD4_no 	
T_Aset_rock_volcanic_M_qfjwU_LOD3_dn 	,T_Aset_rock_volcanic_M_qfjwU_LOD3_no 	
T_Aset_rock_volcanic_M_qfjwU_LOD3_dn 	,T_Aset_rock_volcanic_M_qfjwU_LOD3_no 	
T_Aset_rock_volcanic_M_qfjwU_LOD3_dn 	,T_Aset_rock_volcanic_M_qfjwU_LOD3_no 	
T_Aset_rock_volcanic_M_qfjwU_LOD3_dn 	,T_Aset_rock_volcanic_M_qfjwU_LOD3_no 	
T_Aset_rock_volcanic_M_qfjwU_LOD3_dn 	,T_Aset_rock_volcanic_M_qfjwU_LOD3_no 	
T_Aset_rock_volcanic_X_qkofQ_LOD3_dn,T_Aset_rock_volcanic_X_qkofQ_LOD3_no 	
T_Aset_rock_volcanic_X_qkofQ_LOD3_dn,T_Aset_rock_volcanic_X_qkofQ_LOD3_no 	
T_Aset_rock_volcanic_X_qkofQ_LOD3_dn,T_Aset_rock_volcanic_X_qkofQ_LOD3_no 	
T_common_cliiff_A_dn 	,T_common_cliiff_A_no
T_common_cliiff_A_dn 	,T_common_cliiff_A_no
T_Binterrante_Rock_CliffTile01_D_LHS 	,T_Campagna_MoleCricketsDen_Pillar03_LHS_N
T_common_cliiff_A_dn 	,T_common_cliiff_A_no
T_common_cliiff_A_dn 	,T_common_cliiff_A_no
T_Binterrante_Rock_CliffTile01_D_LHS 	,T_Campagna_MoleCricketsDen_Pillar03_LHS_N
T_Binterrante_Rock_CliffTile01_D_LHS 	,T_Campagna_MoleCricketsDen_Pillar03_LHS_N
T_Binterrante_Rock_CliffTile01_D_LHS,T_Campagna_MoleCricketsDen_Pillar03_LHS_N 	
T_Binterrante_Rock_CliffTile01_D_LHS,T_Campagna_MoleCricketsDen_Pillar03_LHS_N 	
T_Binterrante_Rock_CliffTile01_D_LHS 	,T_Campagna_MoleCricketsDen_Pillar03_LHS_N
T_Binterrante_Rock_CliffTile01_D_LHS 	,T_Campagna_MoleCricketsDen_Pillar03_LHS_N
T_Binterrante_Rock_CliffTile01_D_LHS 	,T_Campagna_MoleCricketsDen_Pillar03_LHS_N
T_Binterrante_Rock_CliffTile01_D_LHS 	,T_Campagna_MoleCricketsDen_Pillar03_LHS_N
T_BranForest_Rock_PileStone01_dn,T_BranForest_Rock_PileStone01_no 	
T_BurningSands_Rock_Basilisk08_LHS_dn,T_BurningSands_Rock_Basilisk08_LHS_no 	
T_BurningSand_Rock01_D 	,T_BurningSand_Rock01_N
T_Carcerem_Rock_Stoen01_LHS_dn,T_Carcerem_Rock_Stoen01_LHS_no 	
T_CastleStone01_LHS_dn,T_CastleStone01_LHS_no 	
T_CastleStone01_LHS_dn,T_cm_DefaultNormal_a_01_dn 	
T_CastleStone01_LHS_dn,T_CastleStone01_LHS_no 	
T_CastleStone01_LHS_dn,T_cm_DefaultNormal_a_01_dn 	
T_CliffBase_D,T_CliffBase_N 	
T_CliffBase_D,T_CliffBase_N 	
T_CliffBase_D,T_CliffBase_N 	
T_CliffBase_D,T_CliffBase_N 	
T_CliffBase_D,T_cm_DefaultNormal_a_01_dn 	
T_CliffBase_D,T_cm_DefaultNormal_a_01_dn 	
T_CliffStone_D,T_CliffStone_N 	
T_common_bigrock_A_dn,T_common_bigrock_A_no 	
T_common_bigrock_A_dn,T_common_bigrock_A_no 	
T_common_bigrock_A_dn,T_common_bigrock_A_no 	
T_common_bigrock_A_dn,T_common_bigrock_A_no 	
T_common_bigrock_B_dn,T_common_bigrock_B_no 	
T_common_bigrock_B_dn,T_common_bigrock_B_no 	
T_common_bigrock_B_dn,T_common_bigrock_B_no 	
T_common_bigrock_B_dn,T_common_bigrock_B_no 	
T_common_bigrock_k_dn,T_common_bigrock_k_no 	
T_common_bigrock_k_dn,T_common_bigrock_k_no 	
T_common_bigrock_k_dn,T_common_bigrock_k_no 	
T_common_bigrock_k_dn,T_common_bigrock_k_no 	
T_common_bigrock_k_dn,T_common_bigrock_k_no 	
T_common_bigrock_D_dn,T_common_bigrock_D_no 	
T_common_bigrock_D_dn,T_common_bigrock_D_no 	
T_common_bigrock_D_dn,T_common_bigrock_D_no 	
T_common_bigrock_F_dn,T_common_bigrock_F_no 	
T_common_bigrock_F_dn,T_common_bigrock_F_no 	
T_common_bigrock_F_dn,T_common_bigrock_F_no 	
T_common_bigrock_F_dn,T_common_bigrock_F_no 	
T_common_bigrock_F_dn,T_common_bigrock_F_no 	
T_common_bigrock_F_dn,T_common_bigrock_F_no 	
T_common_bigrock_H_dn,T_common_bigrock_H_no 	
T_common_bigrock_H_dn,T_common_bigrock_H_no 	
T_common_bigrock_H_dn,T_common_bigrock_H_no 	
T_common_bigrock_H_dn,T_common_bigrock_H_no 	
T_common_bigrock_H_dn,T_common_bigrock_H_no 	
T_common_bigrock_H_dn,T_common_bigrock_H_no 	
T_common_bigrock_I_dn,T_common_bigrock_I_no 	
T_common_bigrock_k_dn,T_common_bigrock_k_no 	
T_common_bigrock_k_dn,T_common_bigrock_k_no 	
T_common_cliiff_A_dn,T_common_cliiff_A_no 	
T_common_cliff_A_dn,T_common_cliff_A_no 	
T_common_cliff_A_dn,T_common_cliff_A_no 	
T_common_cliiff_A_dn,T_common_cliiff_A_no 	
T_BlackForest_Rock04_1_D_LHS 	,T_Cornus_Rock_Ureutuse01_LHS_N
T_Tile_Snow01_dn 	,LV_GrassLand_Rock_GriffonRock10_N_KMS 	
T_BlackForest_Rock04_1_D_LHS 	,T_Cornus_Rock_Ureutuse01_LHS_N
T_BlackForest_Rock04_1_D_LHS 	,T_Cornus_Rock_Ureutuse01_LHS_N
T_BlackForest_Rock04_1_D_LHS 	,T_Cornus_Rock_Ureutuse01_LHS_N
T_BlackForest_Rock04_1_D_LHS 	,T_Cornus_Rock_Ureutuse01_LHS_N
T_BlackForest_Rock04_1_D_LHS 	,T_Cornus_Rock_Ureutuse01_LHS_N
T_CrystalStone_LHS_D 	,T_CrystalStone_LHS_N 	
T_CrystalStone_LHS_D 	,T_CrystalStone_LHS_N 	
T_CrystalStone_LHS_D 	,T_CrystalStone_LHS_N 	
T_MERGED_LV_DeadForest_Rock_1_dn,T_MERGED_LV_DeadForest_Rock_1_no 	
T_MERGED_LV_DeadForest_Rock_dn,T_MERGED_LV_DeadForest_Rock_no 	
T_DesertValley_Rock01_CY_dn,T_DesertValley_Rock01_CY_no 	
T_DesertValley_Rock01_CY_dn,T_DesertValley_Rock01_CY_no 	
T_DesertValley_Rock01_CY_dn,T_DesertValley_Rock01_CY_no 	
T_DesertValley_Rock01_CY_dn,T_DesertValley_Rock01_CY_no 	
T_Neutral_Crater_A_Big_01_LHS_dn 	,T_common_cliiff_A_no
T_DevilsEyeRock02_LHS_dn,T_DevilsEyeRock02_LHS_no 	
T_Neutral_Crater_A_Big_01_LHS_1_dn,T_Neutral_Crater_A_Big_01_LHS_no 	
T_LV_M6_Rock_SeashoreStone04_SM_KIS_dn,T_LV_M6_Rock_SeashoreStone04_SM_KIS_no 	
T_Raid_Groundstone01_LHS_D 	,T_Raid_Groundstone01_LHS_N
T_f_06_grDrock_A_dn,T_f_06_grDrock_A_no 	
T_f_06_grDrock_A_dn,T_f_06_grDrock_A_no 	
T_f_06_grDrock_A_dn,T_f_06_grDrock_A_no 	
T_GrassLand_Rock_BasicsRock03_D,T_GrassLand_Rock_ForestRock03_N 	
T_GrassLand_Rock_BasicsRock03_D,T_GrassLand_Rock_ForestRock03_N 	
T_GrassLand_Rock_BasicsRock07_D,T_GrassLand_Rock_ForestRock07_N 	
T_GrassLand_Rock_BasicsRock07_D,T_GrassLand_Rock_ForestRock07_N 	
T_Ground04_dn,T_Ground04_no 	
T_Ground04_dn,T_Ground04_no 	
T_Ground04_dn,T_Ground04_no 	
T_Ground04_dn2,T_Ground04_no 	
T_Ground04_dn 	,T_Ground04_no 	
T_Ground04_dn,T_Ground04_no 	
T_Ground04_dn,T_Ground04_no 	
T_Ground04_dn,T_cm_DefaultNormal_a_01_dn 	
T_Ground04_dn,T_cm_DefaultNormal_a_01_dn 	
T_LV_Campagna_MoleCricketsDen_Pillar03_SM_EYE__dn,T_LV_Campagna_MoleCricketsDen_Pillar03_SM_EYE__no 	
T_LV_Campagna_MoleCricketsDen_Pillar03_SM_EYE__dn,T_LV_Campagna_MoleCricketsDen_Pillar03_SM_EYE__no 	
T_LV_Campagna_MoleCricketsDen_Pillar03_SM_EYE__dn,T_LV_Campagna_MoleCricketsDen_Pillar03_SM_EYE__no 	
T_LV_Campagna_MoleCricketsDen_Pillar03_SM_EYE__dn,T_LV_Campagna_MoleCricketsDen_Pillar03_SM_EYE__no 	
T_LV_GrassLand_Rock_NForestArea01_SM_LHJ_dn,T_LV_Shakara_Rock_BanditsBaseRock_BigDown_SM_HMJ_no 	
T_LV_GrassLand_Rock_NForestArea01_SM_LHJ_dn,T_LV_Shakara_Rock_BanditsBaseRock_BigDown_SM_HMJ_no 	
T_LV_Shakara_Rock_BanditsBaseRock_BigDown_SM_HMJ_dn 	,T_LV_Shakara_Rock_BanditsBaseRock_BigDown_SM_HMJ_no
T_LV_M6_Rock_SeashoreStone02_SM_KIS_dn 	,T_LV_M6_Rock_SeashoreStone02_SM_KIS_no
T_LV_M6_Rock_SeashoreStone02_SM_KIS_dn 	,T_LV_M6_Rock_SeashoreStone02_SM_KIS_no
T_LV_M6_Rock_SeashoreStone02_SM_KIS_dn 	,T_LV_M6_Rock_SeashoreStone02_SM_KIS_no
T_LV_M6_Rock_SeashoreStone02_SM_KIS_dn 	,T_LV_M6_Rock_SeashoreStone02_SM_KIS_no
T_LV_M6_Rock_SeashoreStone02_SM_KIS_dn 	,T_LV_M6_Rock_SeashoreStone02_SM_KIS_no
T_LV_M6_Rock_SeashoreStone04_SM_KIS_dn,T_LV_M6_Rock_SeashoreStone04_SM_KIS_no 	
T_LV_M6_Rock_SeashoreStone04_SM_KIS_dn,T_LV_M6_Rock_SeashoreStone04_SM_KIS_no 	
T_LV_M6_Rock_SeashoreStone04_SM_KIS_dn,T_LV_M6_Rock_SeashoreStone04_SM_KIS_no 	
T_LV_M6_Rock_SeashoreStone04_SM_KIS_dn,T_LV_M6_Rock_SeashoreStone04_SM_KIS_no 	
T_LV_M6_Rock_SeashoreStone04_SM_KIS_dn,T_LV_M6_Rock_SeashoreStone04_SM_KIS_no 	
T_LV_M6_Rock_SeashoreStone04_SM_KIS_dn,T_LV_M6_Rock_SeashoreStone04_SM_KIS_no 	
T_LV_M6_Rock_SeashoreStone04_SM_KIS_dn 	,T_LV_M6_Rock_SeashoreStone04_SM_KIS_no 	
T_LV_M6_Rock_SeashoreStone04_SM_KIS_dn,T_LV_M6_Rock_SeashoreStone04_SM_KIS_no 	
T_LV_M6_Rock_SeashoreStone04_SM_KIS_dn 	,T_LV_M6_Rock_SeashoreStone04_SM_KIS_no
T_LV_M6_Rock_SeashoreStone04_SM_KIS_dn,T_LV_M6_Rock_SeashoreStone04_SM_KIS_no 	
T_LV_M6_Rock_SeashoreStone04_SM_KIS_dn,T_LV_M6_Rock_SeashoreStone04_SM_KIS_no 	
T_LV_M6_Rock_SeashoreStone04_SM_KIS_dn,T_LV_M6_Rock_SeashoreStone04_SM_KIS_no 	
T_LV_M6_Rock_SeashoreStone04_SM_KIS_dn 	,T_LV_M6_Rock_SeashoreStone04_SM_KIS_no
T_LV_Shakara_Rock_Ancient02_SM_HMJ_dn 	,T_LV_Shakara_Rock_Ancient02_SM_HMJ_no
T_LV_Shakara_Rock_Ancient02_SM_HMJ_dn,T_LV_Shakara_Rock_Ancient02_SM_HMJ_no 	
T_LV_Shakara_Rock_Ancient02_SM_HMJ_dn,T_LV_Shakara_Rock_Ancient02_SM_HMJ_no 	
T_LV_Shakara_Rock_Ancient02_SM_HMJ_dn 	,T_LV_Shakara_Rock_Ancient02_SM_HMJ_no
T_LV_Shakara_Rock_Ancient02_SM_HMJ_dn,T_LV_Shakara_Rock_Ancient02_SM_HMJ_no 	
T_LV_Shakara_Rock_Ancient02_SM_HMJ_dn,T_LV_Shakara_Rock_Ancient02_SM_HMJ_no 	
T_LV_Shakara_Rock_BanditsBaseRock_BigDown_SM_HMJ_dn,T_LV_Shakara_Rock_BanditsBaseRock_BigDown_SM_HMJ_no 	
T_LV_Shakara_Rock_BanditsBaseRock_BigDown_SM_HMJ_dn,T_LV_Shakara_Rock_BanditsBaseRock_BigDown_SM_HMJ_no 	
T_LV_Shakara_Rock_CommonRock03B_SM_HMJ_dn,T_LV_Shakara_Rock_CommonRock03B_SM_HMJ_no 	
T_LV_Shakara_Rock_CommonRock03B_SM_HMJ_dn,T_LV_Shakara_Rock_CommonRock03B_SM_HMJ_no 	
T_LV_Shakara_Rock_Stone02_dn,T_LV_Shakara_Rock_Stone02_no 	
T_LV_Shakara_Rock_Stone02_dn,T_LV_Shakara_Rock_Stone02_no 	
T_LV_Shakara_Rock_Stone02_dn,T_LV_Shakara_Rock_Stone02_no 	
T_LV_Shakara_Rock_Stone02_dn,T_LV_Shakara_Rock_Stone02_no 	
T_Neutral_Crater_A_Big_01_LHS_dn 	,T_pve15_ter_Spider_N
T_M6_Entrance_CastleStone02_SM_KIS_dn,T_M6_Entrance_CastleStone02_SM_KIS_no 	
T_M6_Entrance_CastleStone02_SM_KIS_dn,T_M6_Entrance_CastleStone02_SM_KIS_no 	
T_M6_Entrance_CastleStone02_SM_KIS_dn 	,T_M6_Entrance_CastleStone02_SM_KIS_no
T_M6_Entrance_CastleStone02_SM_KIS_dn,T_M6_Entrance_CastleStone02_SM_KIS_no 	
T_M6_Entrance_CastleStone02_SM_KIS_dn,T_M6_Entrance_CastleStone02_SM_KIS_no 	
T_M6_Entrance_CastleStone02_SM_KIS_dn,T_M6_Entrance_CastleStone02_SM_KIS_no 	
T_M6_Entrance_CastleStone02_SM_KIS_dn_TA,T_cm_DefaultNormal_a_01_dn 	
T_M6_Entrance_CastleStone02_SM_KIS_dn_TA,T_cm_DefaultNormal_a_01_dn 	
T_Tile_Snow01_dn 	,T_M6_Entrance_CastleStone02_SM_KIS_no 	
T_M6_Entrance_CastleStone02_SM_KIS_dn,T_M6_Entrance_CastleStone02_SM_KIS_no 	
T_M6_Entrance_CastleStone02_SM_KIS_dn,T_M6_Entrance_CastleStone02_SM_KIS_no 	
T_common_cliiff_A_dn 	,T_common_cliiff_A_no
T_Neutral_Crater_A_Big_01_LHS_1_dn 	,T_Neutral_Crater_A_Big_01_LHS_no
T_Neutral_Crater_A_Big_01_LHS_1_dn,T_Neutral_Crater_A_Big_01_LHS_no 	
T_Neutral_Crater_A_Big_01_LHS_1_dn 	,T_Neutral_Crater_A_Big_01_LHS_no
T_Neutral_Crater_A_Big_01_LHS_1_dn 	,T_Neutral_Crater_A_Big_01_LHS_no
T_Neutral_Crater_A_Big_01_LHS_dn 	,T_Neutral_Crater_A_Big_01_LHS_no
T_Neutral_Crater_A_Big_01_LHS_dn,T_Neutral_Crater_A_Big_01_LHS_no 	
T_pve15_ter_B_D 	,T_pve15_ter_B_no
T_Neutral_Crater_A_Big_01_LHS_dn 	,T_Neutral_Crater_A_Big_01_LHS_no
T_Neutral_Crater_A_Big_01_LHS_1_dn 	,T_Neutral_Crater_A_Big_01_LHS_no
T_Raid_Groundstone01_LHS_D 	,T_Raid_Groundstone01_LHS_N
T_Raid_MagmaRock01_LHS_D 	,T_Raid_MagmaRock01_LHS_N
T_Raid_MagmaRock01_LHS_D 	,T_Raid_MagmaRock01_LHS_N
T_Raid_MagmaRock02_LHS_D 	,T_Raid_MagmaRock02_LHS_N
T_Raid_MagmaRock02_LHS_D 	,T_Raid_MagmaRock02_LHS_N
T_Raid_MagmaRock03_LHS_D 	,T_Raid_MagmaRock03_LHS_N
T_Raid_Rock01_LHS_D,T_Raid_Rock01_LHS_N 	
T_Raid_Rock01_LHS_D,T_Raid_Rock01_LHS_N 	
T_Raid_Rock02_LHS_D 	,T_Raid_Rock02_LHS_N
T_Raid_Rock02_LHS_D 	,T_Raid_Rock02_LHS_N
T_Raid_Rock02_LHS_D 	,T_Raid_Rock02_LHS_N
T_Raid_Rock02_LHS_D 	,T_Raid_Rock02_LHS_N
T_Raid_Rock02_LHS_D 	,T_Raid_Rock02_LHS_N
T_Raid_Rock02_LHS_D 	,T_Raid_Rock02_LHS_N
T_Raid_Rock02_LHS_D 	,T_Raid_Rock02_LHS_N
T_Raid_Rock02_LHS_D 	,T_Raid_Rock02_LHS_N
T_Raid_Rock02_LHS_D 	,T_Raid_Rock02_LHS_N
T_Rock_qdtah01_dn,T_Rock_qdtah01_no 	
T_Rock_qdtah01_dn,T_cm_DefaultNormal_a_01_dn 	
T_Rock_rcygn01_dn,T_Rock_rcygn01_no 	
T_Rock_rcygn01_dn,T_cm_DefaultNormal_a_01_dn 	
T_Scree_01_D,T_Scree_01_N 	
T_Scree_01_D,T_Scree_01_N 	
T_Scree_01_D,T_Scree_01_N 	
T_Scree_01_D 	,T_Scree_01_N
T_SpringRock_01_dn,T_SpringRock_01_no 	
T_TurtleLake_Camp_LizardmanCave01_SM_EYE_dn,T_TurtleLake_Camp_LizardmanCave01_SM_EYE_no 	
T_TurtleLake_Camp_LizardmanCave01_SM_EYE_dn,T_TurtleLake_Camp_LizardmanCave01_SM_EYE_no 	
T_TurtleLake_Camp_LizardmanCave01_SM_EYE_dn 	,T_TurtleLake_Camp_LizardmanCave01_SM_EYE_no
LV_M5_Port_SailBoat01_D_NWCN 	,LV_M5_Port_sailboat01A_N_NWCN
T_cm_TownBriack_a_dn,T_cm_TownBriack_a_no 	
T_cm_TownBriack_a_dn,T_cm_TownBriack_a_no 	
T_cm_TownBriack_a_dn,T_cm_TownBriack_a_no 	
T_cm_TownBriack_a_dn,T_cm_DefaultNormal_a_01_dn 	
T_cm_TownBriack_a_dn,T_cm_TownBriack_a_no 	
T_cm_TownBriack_a_dn,T_cm_TownBriack_a_no 	
T_CP_Castle_OB_01_CY_1_dn 	,T_CP_Castle_OB_01_CY_1_no 	
T_CP_Castle_OB_01_CY_dn 	,T_CP_Castle_OB_01_CY_no 	
T_CP_Castle_OB_02_CYN_D 	,T_CP_Castle_OB_02_CYN_N 	
T_CP_Castle_OB_04_CYN_D,T_CP_Castle_OB_04_CYN_N 	
T_Lamp_01_dn 	,T_Lamp_01_no 	
T_Manhole_01_dn 	,T_Manhole_01_no 	
T_Manhole_01_dn,T_Manhole_01_no 	
T_Spechia_Object_LampRope01_SM_dn,T_Spechia_Object_LampRope01_SM_no 	
T_Woodchair0_dn,T_Woodchair0_no 	
T_Woodchair0_dn,T_Woodchair0_no 	
T_Wood_Desk_01_dn,T_Wood_Desk_01_no 	
T_Wood_Desk_01_dn,T_Wood_Desk_01_no 	
T_BranForest_Tree_PineLeaf01_D_LHS 	,T_cm_DefaultNormal_a_01_dn
T_BranForest_Tree_PineLeaf01_D_LHS 	,T_cm_DefaultNormal_a_01_dn
T_BranForest_Tree_PineLeaf01_D_WS 	,T_cm_DefaultNormal_a_01_dn
LV_BranForest_Tree_PineTrunk01_D_NWCNIK,LV_BranForest_Tree_PineTrunk01_N_NWCNIK 	
LV_BranForest_Tree_PineTrunk01_D_WS,LV_BranForest_Tree_PineTrunk01_N_NWCNIK 	
T_Campagna_Tree_BT08_D,T_Campagna_Tree_BT08_N 	
T_Campagna_Tree_BT08_D,T_Campagna_Tree_BT08_N 	
LV_Campagna_Tree_BT08Leaf_D_NWCNIK 	,T_cm_DefaultNormal_a_01_dn 	
LV_Campagna_Tree_BT08Leaf_D_NWCNIK 	,T_cm_DefaultNormal_a_01_dn 	
LV_Campagna_Tree_BT08Leaf_D_NWCNIK 	,T_cm_DefaultNormal_a_01_dn 	
LV_Campagna_Tree_BT08Leaf_D_NWCNIK 	,T_cm_DefaultNormal_a_01_dn 	
LV_Campagna_Tree_BT08Leaf_D_NWCNIK 	,T_cm_DefaultNormal_a_01_dn 	
LV_Campagna_Tree_BT08Leaf_D_NWCNIK 	,T_cm_DefaultNormal_a_01_dn 	
LV_Common_Tree_A_Twistwood_D_KSS,LV_Common_Tree_A_Twistwood_N_KSS 	
LV_Common_Tree_A_Twistwood_D_KSS,LV_Common_Tree_A_Twistwood_N_KSS 	
B2_CN_HarvartyVillage_Ruin_Burntrees_D_JJH,B2_CN_HarvartyVillage_Ruin_Burntrees_N_JJH 	
B2_CN_HarvartyVillage_Ruin_Burntrees_D_JJH,B2_CN_HarvartyVillage_Ruin_Burntrees_N_JJH 	
LV_DeadForest_Tree_DeadForestTree_D_CMJ 	,T_cm_DefaultNormal_a_01_dn 	
LV_DeadForest_Tree_FirTreeLeaf02_D_JYI 	,T_cm_DefaultNormal_a_01_dn 	
LV_DeadForest_Tree_FirTreeLeaf02_D_JYI 	,T_cm_DefaultNormal_a_01_dn 	
LV_DeadForest_Tree_FirTreeLeaf02_D_JYI 	,T_cm_DefaultNormal_a_01_dn 	
LV_Rusticar_Tree_Swamp02Bark_D_NWCSTE,LV_Rusticar_Tree_Swamp02Bark_N_NWCSTE 	
LV_Saltus_Tree_SwampTree01Leaf_D_NWCSTE 	,T_cm_DefaultNormal_a_01_dn 	
LV_Saltus_Tree_SwampTree01Trunk_D_NWCSTE,LV_Saltus_Tree_SwampTree01Trunk_N_NWCSTE 	
LV_Terny_Tree_DeadTree01Leaf01_D_EVA 	,T_cm_DefaultNormal_a_01_dn 	
LV_Terny_Tree_DeadTree01Leaf01_D_EVA 	,T_cm_DefaultNormal_a_01_dn 	
LV_WyvernsValley_Tree_JuniperBark_D_NWCNIK,LV_WyvernsValley_Tree_JuniperBark_N_NWCNIK 	
LV_WyvernsValley_Tree_JuniperBark_D_NWCNIK,LV_WyvernsValley_Tree_JuniperBark_N_NWCNIK 	
LV_WyvernsValley_Tree_JuniperBark_D_NWCNIK,LV_WyvernsValley_Tree_JuniperBark_N_NWCNIK 	
LV_WyvernsValley_Tree_JuniperBark_D_NWCNIK,LV_WyvernsValley_Tree_JuniperBark_N_NWCNIK 	
T_AncientTower_Dungeon_DeadTree03_LHS_dn,T_AncientTower_Dungeon_DeadTree03_LHS_no 	
T_AncientTower_Dungeon_DeadTree03_LHS_dn,T_AncientTower_Dungeon_DeadTree03_LHS_no 	
T_AncientTower_Dungeon_DeadTree03_LHS_dn,T_AncientTower_Dungeon_DeadTree03_LHS_no 	
T_AncientTower_Dungeon_DeadTree03_SM_KSV_dn,T_AncientTower_Dungeon_DeadTree03_SM_KSV_no 	
T_AncientTower_Object_BigHanger03_LHS_dn,T_AncientTower_Object_BigHanger03_LHS_no 	
T_Aset_L_rbewF_LOD5_dn,T_Aset_L_rbewF_LOD5_no 	
T_Aset_M_rbixP_LOD5_dn,T_Aset_M_rbixP_LOD5_no 	
Black_D 	,T_cm_DefaultNormal_a_01_dn 	
T_Aset_wood_tree_L_qlEtl_2K_Albedo_dn,T_Aset_wood_tree_L_qlEtl_2K_Albedo_no 	
T_Aset_wood_tree_L_qlEtl_2K_Albedo_dn,T_Aset_wood_tree_L_qlEtl_2K_Albedo_no 	
T_BlackForest_Tree_Deadwood_Bark_PM_KWY_dn,T_BlackForest_Tree_Deadwood_Bark_PM_KWY_no 	
T_BlackForest_Tree_Deadwood_Bark_Bottom_D,T_BlackForest_Tree_Deadwood_Bark_Bottom_N 	
