Albedo Texture,Normal Texture
T_LionStatue_01_dn,T_LionStatue_01_no 	
T_LionStatue_01_dn,T_LionStatue_01_no 	
T_LV_Campagna_Object_flag00_dn 	,T_LV_Campagna_Object_flag00_no 	
T_M5_M5city_Torchlight_SM_KHJ_3_dn 	,T_M5_M5city_Torchlight_SM_KHJ_3_no 	
T_Mascoo_House_01_2_dn 	,T_Mascoo_House_01_2_no
T_Mascoo_House_01_dn 	,T_Mascoo_House_01_no
T_Mascoo_House_01_3_dn 	,T_Mascoo_House_01_3_no
T_MERGED_DLV_RO_VSFlag_Dn 	,T_MERGED_DLV_RO_VSFlag_N 	
T_MERGED_DLV_RO_VSFlag_Dn 	,T_MERGED_DLV_RO_VSFlag_N 	
T_MERGED_DLV_Shakara_Object_Pot03_SM_NWCSTE2_dn,T_MERGED_DLV_Shakara_Object_Pot03_SM_NWCSTE2_no 	
T_MERGED_ElRano_City_FlowerGardenGrass_dn,T_cm_DefaultNormal_a_01_dn 	
T_MERGED_ElRano_City_FlowerGardenGrass01_dn,T_cm_DefaultNormal_a_01_dn 	
T_MERGED_ElRano_City_FlowerGardenGrass01_dn,T_cm_DefaultNormal_a_01_dn 	
T_MERGED_ElRano_City_FlowerGardenGrass01_dn,T_cm_DefaultNormal_a_01_dn 	
T_MERGED_ElRano_City_FlowerGardenGrass_dn,T_cm_DefaultNormal_a_01_dn 	
T_MERGED_ElRano_City_FlowerGardenGrass_dn,T_cm_DefaultNormal_a_01_dn 	
T_MERGED_ElRano_City_FlowerGardenGrass_dn,T_cm_DefaultNormal_a_01_dn 	
T_MERGED_ElRano_City_FlowerGarden_dn,T_MERGED_ElRano_City_FlowerGarden_no 	
T_MERGED_ElRano_City_FlowerGarden_dn,T_MERGED_ElRano_City_FlowerGarden_no 	
T_MERGED_ElRano_City_FlowerGarden_dn,T_MERGED_ElRano_City_FlowerGarden_no 	
T_MERGED_ElRano_City_FlowerGarden_dn,T_MERGED_ElRano_City_FlowerGarden_no 	
T_MERGED_LV_AncientTower_Object_Pottery02_SM_NWCVCT_667_dn 	,T_MERGED_LV_AncientTower_Object_Pottery02_SM_NWCVCT_667_no 	
T_MERGED_LV_AncientTower_Object_Pottery02_SM_NWCVCT_667_dn 	,T_MERGED_LV_AncientTower_Object_Pottery02_SM_NWCVCT_667_no 	
T_MERGED_LV_BranForest_Object_MarketBox04_SM_NWCVCT9_dn,T_MERGED_LV_BranForest_Object_MarketBox04_SM_NWCVCT9_no 	
T_MERGED_LV_BranForest_Object_MarketBox04_SM_NWCVCT9_dn,T_MERGED_LV_BranForest_Object_MarketBox04_SM_NWCVCT9_no 	
T_MERGED_LV_Campagna_City_CommonDoor03B_D,T_MERGED_LV_Campagna_City_CommonDoor03B_N 	
T_MERGED_LV_Campagna_City_CommonDoor03B_D,T_MERGED_LV_Campagna_City_CommonDoor03B_N 	
T_MERGED_LV_Campagna_City_CommonDoor03B_D,T_MERGED_LV_Campagna_City_CommonDoor03B_N 	
T_MERGED_LV_Campagna_City_CommonDoor03B_D,T_MERGED_LV_Campagna_City_CommonDoor03B_N 	
T_MERGED_LV_Common_Object_B_Weapon04_SM_NWCTOY_220_dn 	,T_MERGED_LV_Common_Object_B_Weapon04_SM_NWCTOY_220_no 	
T_MERGED_LV_Common_Object_B_Weapon04_SM_NWCTOY_220_dn 	,T_MERGED_LV_Common_Object_B_Weapon04_SM_NWCTOY_220_no 	
T_MERGED_LV_Common_Object_B_WeaponBox01_SM_NWCTOY_64_dn,T_MERGED_LV_Common_Object_B_WeaponBox01_SM_NWCTOY_64_no 	
T_MERGED_LV_Common_Object_B_WeaponBox01_SM_NWCTOY_64_dn,T_MERGED_LV_Common_Object_B_WeaponBox01_SM_NWCTOY_64_no 	
T_MERGED_LV_Cornus_Object_Carpet01_SM_LYW2_dn 	,T_MERGED_LV_Cornus_Object_Carpet01_SM_LYW2_no 	
T_MERGED_LV_ElRano_City_HouseGate05_SM_LYW2_dn 	,T_MERGED_LV_ElRano_City_HouseGate05_SM_LYW2_no 	
T_MERGED_LV_Elrano_Object_CommerceProp18_SM_NWCKAK_270_dn,T_MERGED_LV_Elrano_Object_CommerceProp18_SM_NWCKAK_270_no 	
T_MERGED_LV_Elrano_Object_CommerceProp18_SM_NWCKAK_270_dn,T_MERGED_LV_Elrano_Object_CommerceProp18_SM_NWCKAK_270_no 	
T_MERGED_LV_M5_M5City_Carpet09_SM_KHJ_390_dn,T_MERGED_LV_M5_M5City_Carpet09_SM_KHJ_390_no 	
T_MERGED_LV_M5_M5City_Carpet09_SM_KHJ_390_dn,T_MERGED_LV_M5_M5City_Carpet09_SM_KHJ_390_no 	
T_MERGED_LV_M5_M5City_Cask01_SM_KHJ10_dn,T_MERGED_LV_M5_M5City_Cask01_SM_KHJ10_no 	
T_MERGED_LV_M5_M5City_Cask01_SM_KHJ10_dn,T_MERGED_LV_M5_M5City_Cask01_SM_KHJ10_no 	
T_MERGED_LV_M5_Port_FishingMarket02_SM_KHJ_119_dn 	,T_MERGED_LV_M5_Port_FishingMarket02_SM_KHJ_119_no 	
T_MERGED_Statue_021_dn,T_MERGED_Statue_021_no 	
T_MERGED_Statue_02_dn,T_MERGED_Statue_02_no 	
T_RegiumStair_01_dn,T_RegiumStair_01_no 	
T_RegiumStair_01_dn,T_RegiumStair_01_no 	
T_RegiumStair_01_dn,T_RegiumStair_01_no 	
T_RegiumStair_01_dn,T_RegiumStair_01_no 	
T_RegiumStair_01_dn 	,T_RegiumStair_01_no
T_Regium_Border01_dn 	,T_Regium_Border01_no
T_MERGED_ElRano_City_FlowerGardenGrass_dn 	,T_MERGED_ElRano_City_FlowerGardenGrass_no
T_Rock_CliffTile03_dn,T_Rock_CliffTile03_no 	
T_Brick01_dn,T_Brick01_no 	
T_Brick01_dn 	,T_Brick01_no
T_Brick02_dn 	,T_Brick02_no
T_Regium_Border01_dn 	,T_Regium_Border01_no
T_Regium_Border01_dn 	,T_Regium_Border01_no
T_Regium_Border01_dn 	,T_Regium_Border01_no
T_Brick02_dn 	,T_Brick02_no
LV_WyvernsVally_StoneBridge_D_IJH 	,LV_WyvernsValley_Tile_Slope01_N_IJH
T_Brick02_dn 	,T_Brick02_no
LV_WyvernsVally_StoneBridge_D_IJH 	,LV_WyvernsValley_Tile_Slope01_N_IJH
T_Brick02_dn 	,T_Brick02_no
T_Brick01_dn 	,T_Brick01_no
T_Spechia_City_StarlightTileC_SM_LHJ_dn,T_Spechia_City_StarlightTileC_SM_LHJ_no 	
T_Spechia_City_StarlightTileC_SM_LHJ_dn,T_Spechia_City_StarlightTileC_SM_LHJ_no 	
T_Spechia_City_StarlightTileC_SM_LHJ_dn,T_Spechia_City_StarlightTileC_SM_LHJ_no 	
T_Spechia_City_StarlightTileC_SM_LHJ_dn 	,T_Spechia_City_StarlightTileC_SM_LHJ_no
T_SM_WoodBridge_dn 	,T_SM_WoodBridge_no
Aset_wood_branch_S_pjvbQ_2K_Albedo,Aset_wood_branch_S_pjvbQ_2K_Normal_LOD5 	
T_F_06_HSpillar_A_dn,T_F_06_HSpillar_A_no 	
T_F_06_woodbridge_B_dn,T_F_06_woodbridge_B_no 	
Aset_wood_log_L_rdeu3_2K_Albedo,Aset_wood_log_L_rdeu3_2K_Normal_LOD5 	
