Name, Textures 
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Artifact07_KJH_D.uasset, *[Albedo] : T_Common15_CY_dn 	*[GI Texture] : T_R_Pf_Artifact07_KJH_li 	*[Normal] : T_Common15_CY_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Artifact07_KJH_D1.uasset, *[Albedo] : T_Pf_Artifact06_KJH_D 	*[GI Texture] : T_R_Pf_Artifact07_KJH_li 	*[Normal] : T_Pf_Artifact06_KJH_N 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Artifact08_KJH_D.uasset, *[Mask] : T_Pf_Artifact08_KJH_ME 	*[Normal] : T_Pf_Artifact08_KJH_N 	*[Albedo] : T_Pf_Artifact08_KJH_D 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Artifact10_KJH_D.uasset, *[Albedo] : T_Common15_CY_dn 	*[GI Texture] : T_Pf_Artifact10_KJH_li 	*[Normal] : T_Common15_CY_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Artifact10_KJH_D1.uasset, *[Albedo] : T_Common15_CY_dn 	*[GI Texture] : T_Pf_Artifact10_KJH_li 	*[Normal] : T_Common15_CY_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Artifact11_KJH01_D.uasset, *[Albedo] : T_Pf_Artifact11_KJH01_D 	*[GI Texture] : T_Pf_Artifact11_KJH_li 	*[Normal] : T_Pf_Artifact11_KJH01_N 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Artifact11_KJH_D.uasset, *[Albedo] : T_Pf_Artifact11_KJH_D 	*[GI Texture] : T_Pf_Artifact11_KJH_li 	*[Normal] : T_Pf_Artifact11_KJH_N 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Artifact12_LHS.uasset, *[Albedo] : T_Pf_Artifact12_D_LHS2 	*[GI Texture] : T_Pf_Artifact12_D_li 	*[Normal] : T_Pf_Artifact12_N_LHS 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Artifact12_LHS1.uasset, *[Albedo] : LV_GrassLand_Rock_BasicsRock01_D_KMS_2 	*[GI Texture] : T_Pf_Artifact12_D_li 	*[Normal] : LV_GrassLand_Rock_GriffonRock10_N_KMS 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Artifact12_LHS2_Ws.uasset, *[weather Tex] : weather_m 	*[Albedo] : LV_GrassLand_Rock_BasicsRock01_D_KMS_2 	*[GI Texture] : T_Pf_Artifact12_D_li 	*[Normal] : LV_GrassLand_Rock_GriffonRock10_N_KMS 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Artifact12_LHS_WS.uasset, *[weather Tex] : weather_m 	*[Albedo] : T_Pf_Artifact12_D_LHS2 	*[GI Texture] : T_Pf_Artifact12_D_li 	*[Normal] : T_Pf_Artifact12_N_LHS 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_PF_Branch01_LHS_dn.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_PF_Branch01_LHS_no 	*[Albedo] : T_PF_Branch01_LHS_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_PF_Branch01_LHS_ws.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_PF_Branch01_LHS_no 	*[Albedo] : T_PF_Branch01_LHS_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Bridge01_dn.uasset, *[Albedo] : T_Pf_Bridge01_dn 	*[GI Texture] : T_Pf_Bridge01_li 	*[Normal] : T_Pf_Bridge01_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Bridge01_dn1.uasset, *[Mask] : T_Pf_Bridge01_me 	*[Normal] : T_Pf_Bridge01_no 	*[Albedo] : T_Pf_Bridge01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Bridge01_dn2.uasset, *[Albedo] : T_Pf_Bridge01_dn 	*[GI Texture] : T_Pf_Bridge01_li 	*[Normal] : T_Pf_Bridge01_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Common01_KJH.uasset, *[Mask] : T_Pf_Common01_KJH_me 	*[Normal] : t_Pf_Common01_KJH_no 	*[Albedo] : T_Pf_Common01_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Common01_KJH2.uasset, *[Mask] : T_Pf_Common01_KJH_me 	*[Normal] : t_Pf_Common01_KJH_no 	*[Albedo] : T_Pf_Common01_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Common01_KJH3.uasset, *[Mask] : T_Pf_Common01_KJH_me 	*[Normal] : t_Pf_Common01_KJH_no 	*[Albedo] : T_Pf_Common01_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Common01_WS.uasset, *[weather Tex] : weather_m 	*[Normal] : t_Pf_Common01_KJH_no 	*[Albedo] : T_Pf_Common01_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Common01_WSdark.uasset, *[weather Tex] : weather_m 	*[Normal] : t_Pf_Common01_KJH_no 	*[Albedo] : T_Pf_Common01_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Common02_KJH.uasset, *[Mask] : T_Pf_Common02_KJH_me 	*[Normal] : T_Pf_Common02_KJH_no 	*[Albedo] : T_Pf_Common02_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Common02_KJH2.uasset, *[Mask] : T_Pf_Common02_KJH_me 	*[Normal] : T_Pf_Common02_KJH_no 	*[Albedo] : T_Pf_Common02_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Common02_KJH3.uasset, *[Mask] : T_Pf_Common02_KJH_me 	*[Normal] : T_Pf_Common02_KJH_no 	*[Albedo] : T_Pf_Common02_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Common02_KJH4.uasset, *[Mask] : T_Pf_Common02_KJH_me 	*[Normal] : T_Pf_Common02_KJH_no 	*[Albedo] : T_Pf_Common02_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Common03_AO.uasset, *[Normal] : T_Pf_Common03_KJH_no 	*[Albedo] : T_Pf_Common03_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Common03_KJH.uasset, *[Mask] : T_Pf_Common03_KJH_me 	*[Normal] : T_Pf_Common03_KJH_no 	*[Albedo] : T_Pf_Common03_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Common03_KJH1.uasset, *[Mask] : T_Pf_Common03_KJH_me 	*[Normal] : T_Pf_Common03_KJH_no 	*[Albedo] : T_Pf_Common03_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Common03_KJH2.uasset, *[Mask] : T_Pf_Common03_KJH_me 	*[Normal] : T_Pf_Common03_KJH_no 	*[Albedo] : T_Pf_Common03_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Common03_KJH3.uasset, *[Mask] : T_Pf_Common03_KJH_me 	*[Normal] : T_Pf_Common03_KJH_no 	*[Albedo] : T_Pf_Common03_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Common03_KJH4.uasset, *[Mask] : T_Pf_Common03_KJH_me 	*[Normal] : T_Pf_Common03_KJH_no 	*[Albedo] : T_Pf_Common03_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Common03_KJH5.uasset, *[Mask] : T_Pf_Common03_KJH_me 	*[Normal] : T_Pf_Common03_KJH_no 	*[Albedo] : T_Pf_Common03_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Common03_KJH6.uasset, *[Mask] : T_Pf_Common03_KJH_me 	*[Normal] : T_Pf_Common03_KJH_no 	*[Albedo] : T_Pf_Common03_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Common03_KJH7.uasset, *[Mask] : T_Pf_Common03_KJH_me 	*[Normal] : T_Pf_Common03_KJH_no 	*[Albedo] : T_Pf_Common03_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Common03_KJH8.uasset, *[Normal] : T_Pf_Common03_KJH_no 	*[Albedo] : T_Pf_Common03_KJH_dn 	*[Mask] : T_Seafoam_02 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Common03_KJH9.uasset, *[Mask] : T_Pf_Common03_KJH_me 	*[Normal] : T_cm_DefaultNormal_a_01_dn 	*[Albedo] : T_Pf_Common03_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Common04_KJH_D.uasset, *[Mask] : T_Pf_Common04_KJH_me 	*[Normal] : T_Pf_Common04_KJH_no 	*[Albedo] : T_Pf_Common04_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Common05_KJH_D.uasset, *[Mask] : T_Pf_Common05_KJH_me 	*[Normal] : T_Pf_Common05_KJH_no 	*[Albedo] : T_Pf_Common05_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Common06_KJH_D.uasset, *[Mask] : T_Pf_Common06_KJH_me 	*[Normal] : T_Pf_Common06_KJH_no 	*[Albedo] : T_Pf_Common06_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Common06_KJH_D1.uasset, *[Mask] : T_Pf_Common06_KJH_me 	*[Normal] : T_Pf_Common06_KJH_no 	*[Albedo] : T_Pf_Common06_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Common06_KJH_D2.uasset, *[Mask] : T_Pf_Common06_KJH_me 	*[Normal] : T_Pf_Common06_KJH_no 	*[Albedo] : T_Pf_Common06_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Common06_KJH_D3.uasset, *[Mask] : T_Pf_Common06_KJH_me 	*[Normal] : T_Pf_Common06_KJH_1_no 	*[Albedo] : T_Pf_Common06_KJH_dn2 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Common06_KJH_dn2.uasset, *[Mask] : T_Pf_Common06_KJH_me 	*[Normal] : T_Pf_Common06_KJH_1_no 	*[Albedo] : T_Pf_Common06_KJH_dn2 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Common06_KJH_dn3.uasset, *[Mask] : T_Pf_Common06_KJH_me 	*[Normal] : T_Pf_Common06_KJH_1_no 	*[Albedo] : T_Pf_Common06_KJH_dn2 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Common07_KJH_D.uasset, *[Mask] : T_Pf_Common07_KJH_me 	*[Normal] : T_Pf_Common07_KJH_no 	*[Albedo] : T_Pf_Common07_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Common07_KJH_D1.uasset, *[Mask] : T_Pf_Common07_KJH_me 	*[Normal] : T_Pf_Common07_KJH_no 	*[Albedo] : T_Pf_Common07_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Forest23_LHS1_dn.uasset, *[Mask] : T_Bridge01_D_LHS1_me 	*[Normal] : T_Bridge01_D_LHS1_no 	*[Albedo] : T_Bridge01_D_LHS1_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Forest23_LHS_dn.uasset, *[Albedo] : T_Bridge01_D_LHS_dn 	*[GI Texture] : T_Bridge01_D_LHS_li 	*[Normal] : T_Bridge01_D_LHS_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Nature01_LHS_dn.uasset, *[Mask] : T_Pf_Nature01_LHS_me 	*[Normal] : T_Pf_Nature01_LHS_no 	*[Albedo] : T_Pf_Nature01_LHS_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Nature01_LHS_dn2.uasset, *[Mask] : T_Pf_Nature01_LHS_me 	*[Normal] : T_Pf_Nature01_LHS_no 	*[Albedo] : T_Pf_Nature01_LHS_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Nature02_LHS_dn.uasset, *[Mask] : T_Pf_Nature02_LHS_me 	*[Normal] : T_Pf_Nature02_LHS_no 	*[Albedo] : T_Pf_Nature02_LHS_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Prop01_KJH.uasset, *[Normal] : T_Pf_Prop01_KJH_no 	*[Albedo] : T_Pf_Prop01_KJH_dn 	*[Mask] : T_Pf_Prop01_KJH_me 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Prop01_LHS_dn.uasset, *[Mask] : T_Pf_Prop01_LHS_me 	*[Normal] : T_Pf_Prop01_LHS_no 	*[Albedo] : T_Pf_Prop01_LHS_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Prop01_LHS_dn_VertexLit01_TA.uasset, *[Albedo] : T_Pf_Prop01_LHS_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Prop01_LHS_dn_VertexLit02_TA.uasset, *[Albedo] : T_Pf_Prop01_LHS_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Prop02_KJH.uasset, *[Mask] : T_Pf_Prop02_KJH_me 	*[Normal] : T_Pf_Prop02_KJH_no 	*[Albedo] : T_Pf_Prop02_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Prop03_KJH.uasset, *[Mask] : T_Pf_Prop03_KJH_me 	*[Normal] : T_Pf_Rock06_No 	*[Albedo] : T_Pf_Prop03_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Prop03_KJH1.uasset, *[weather Tex] : weather_m 	*[Normal] : T_Pf_Rock06_No 	*[Albedo] : T_Pf_Prop03_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Prop04_KJH.uasset, *[Normal] : T_Pf_Prop04_KJH_no 	*[Albedo] : T_Pf_Prop04_KJH_dn 	*[Mask] : T_Pf_Prop04_KJH_me 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Prop05_KJH.uasset, *[Mask] : T_Pf_Prop05_KJH_me 	*[Normal] : T_Pf_Prop05_KJH_no 	*[Albedo] : T_Pf_Prop05_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Prop06_KJH.uasset, *[Mask] : T_Pf_Prop06_KJH_me 	*[Normal] : T_Pf_Prop06_KJH_no 	*[Albedo] : T_Pf_Prop06_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Prop07_KJH_dn.uasset, *[Normal] : T_Pf_Prop07_KJH_no 	*[Albedo] : T_Pf_Prop07_KJH_dn 	*[Mask] : T_Pf_Prop07_KJH_me 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Prop07_KJH_dn1.uasset, *[weather Tex] : weather_m 	*[Normal] : T_Pf_Prop07_KJH_no 	*[Albedo] : T_Pf_Prop07_KJH_dn 	*[Mask] : T_Pf_Prop07_KJH_me 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Prop08_KJH_dn.uasset, *[Mask] : T_Pf_Prop08_KJH_me 	*[Normal] : T_Pf_Prop08_KJH_no 	*[Albedo] : T_Pf_Prop08_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Prop09_KJH_dn.uasset, *[Mask] : T_Pf_Prop09_KJH_me 	*[Normal] : T_Pf_Prop09_KJH_no 	*[Albedo] : T_Pf_Prop09_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Prop10_KJH_dn.uasset, *[Mask] : T_Pf_Prop10_KJH_me 	*[Normal] : T_Pf_Prop10_KJH_no 	*[Albedo] : T_Pf_Prop10_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Prop10_KJH_dn_VertexLit_TA.uasset, *[Albedo] : T_Pf_Prop10_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Prop11_KJH_dn.uasset, *[Mask] : T_Pf_Prop11_KJH_me 	*[Normal] : T_Pf_Prop11_KJH_no 	*[Albedo] : T_Pf_Prop11_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Prop11_KJH_dn_Dark.uasset, *[Mask] : T_Pf_Prop11_KJH_me 	*[Normal] : T_Pf_Prop11_KJH_no 	*[Albedo] : T_Pf_Prop11_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Prop12_KJH_dn.uasset, *[Mask] : T_Pf_Prop12_KJH_me 	*[Normal] : T_Pf_Prop12_KJH_no 	*[Albedo] : T_Pf_Prop12_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Prop13_KJH_dn.uasset, *[Albedo] : T_Pf_Prop13_KJH_dn 	*[GI Texture] : T_Pf_Prop13_KJH_li 	*[Normal] : T_Pf_Prop13_KJH_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Prop14_1_KJH_dn.uasset, *[Albedo] : T_Pf_Prop14_1_KJH_dn 	*[GI Texture] : T_Pf_Prop14_KJH_li 	*[Normal] : T_Pf_Prop14_1_KJH_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Prop14_KJH_dn.uasset, *[Albedo] : T_Pf_Prop14_KJH_dn 	*[GI Texture] : T_Pf_Prop14_KJH_li 	*[Normal] : T_Pf_Prop14_KJH_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Prop15_KJH_Dark.uasset, *[Mask] : T_Pf_Prop15_KJH_me 	*[Normal] : T_Pf_Prop15_KJH_no 	*[Albedo] : T_Pf_Prop15_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Prop15_KJH_Dark_VertexLit_TA.uasset, *[Albedo] : T_Pf_Prop15_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Prop15_KJH_dn.uasset, *[Mask] : T_Pf_Prop15_KJH_me 	*[Normal] : T_Pf_Prop15_KJH_no 	*[Albedo] : T_Pf_Prop15_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Prop15_KJH_dn1.uasset, *[Mask] : T_Pf_Prop15_KJH_me 	*[Normal] : T_Pf_Prop15_KJH_no 	*[Albedo] : T_Pf_Prop15_KJH_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Rock01_01_KJH.uasset, *[Albedo] : T_Pf_Rock03_01_dn 	*[GI Texture] : T_Pf_Rock01_li 	*[Normal] : T_Pf_Rock03_01_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Rock01_KJH.uasset, *[Albedo] : T_Pf_Rock03_DN 	*[GI Texture] : T_Pf_Rock01_li 	*[Normal] : T_Pf_Rock03_No 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Rock01_KJH1.uasset, *[Albedo] : T_Pf_Rock03_DN 	*[GI Texture] : T_Pf_Rock01_li 	*[Normal] : T_Pf_Rock03_No 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Rock01_KJH2.uasset, *[Mask] : T_Pf_Rock01_me 	*[Normal] : T_Pf_Rock01_No 	*[Albedo] : T_Pf_Rock01_Dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Rock01_KJH_light.uasset, *[Albedo] : T_Pf_Rock03_DN 	*[GI Texture] : T_Pf_Rock01_li 	*[Normal] : T_Pf_Rock03_No 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Rock01_KJH_light1.uasset, *[Albedo] : T_Pf_Rock03_DN 	*[GI Texture] : T_Pf_Rock01_li 	*[Normal] : T_Pf_Rock03_No 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Rock01_KJH_TA.uasset, *[Albedo] : T_Pf_Rock03_DN 	*[GI Texture] : T_Pf_Rock01_li 	*[Normal] : T_Pf_Rock03_No 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Rock01_LHS_dn.uasset, *[Mask] : T_Pf_Rock01_LHS_me 	*[Normal] : T_Pf_Rock01_LHS_no 	*[Albedo] : T_Pf_Rock01_LHS_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Rock01_LHS_dn2.uasset, *[Mask] : T_Pf_Rock01_LHS_me 	*[Normal] : T_Pf_Rock01_LHS_no 	*[Albedo] : T_Pf_Rock01_LHS_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Rock02_01_KJH.uasset, *[Albedo] : T_Pf_Rock03_01_dn 	*[GI Texture] : T_Pf_Rock02_li 	*[Normal] : T_Pf_Rock03_01_no 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Rock02_01_no_KJH1.uasset, *[Mask] : mask_0_1_1 	*[Normal] : T_Pf_Rock03_01_no 	*[Albedo] : T_Pf_Rock03_01_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Rock02_KJH.uasset, *[Albedo] : T_Pf_Rock03_DN 	*[GI Texture] : T_Pf_Rock02_li 	*[Normal] : T_Pf_Rock03_No 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Rock02_KJH1.uasset, *[Normal] : T_Pf_Rock02_no 	*[Albedo] : T_Pf_Rock02_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Rock02_KJH2.uasset, *[Mask] : T_Pf_Rock02_me 	*[Normal] : T_Pf_Rock02_no 	*[Albedo] : T_Pf_Rock02_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Rock02_LHS_dn.uasset, *[Mask] : T_Pf_Rock02_LHS_me 	*[Normal] : T_Pf_Rock02_LHS_no 	*[Albedo] : T_Pf_Rock02_LHS_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Rock02_LHS_dn1.uasset, *[Mask] : T_Pf_Rock02_LHS_me 	*[Normal] : T_Pf_Rock02_LHS_no 	*[Albedo] : T_Pf_Rock02_LHS_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Rock02_LHS_dn2.uasset, *[Mask] : T_Pf_Rock02_LHS_me 	*[Normal] : T_Pf_Rock02_LHS_no 	*[Albedo] : T_Pf_Rock02_LHS_dn 	
D:/[BlessMobile_Sub]/depot/Main-TF/Client/Content/BG/3_Prefab/Dry_Forest/Material/M_Pf_Rock02_LHS_dn_VertexLit_TA.uasset, *[Albedo] : T_Pf_Rock02_LHS_dn 	
